"","name","type","latitude","longitude","population","year","gas","est_RFNB"
"7845","Vuntut Gwitchin First Nation","First Nations","67.576388889","-139.823888889","413","2000","65.675","224.191916380534"
"7846","Esk'etemc","First Nations","51.788635254","-122.229675293","546","2000","69.3202380952381","244.610910570205"
"7847","Nuxalk Nation","First Nations","52.376220703","-126.730407715","118","2000","69.3202380952381","213.510233218639"
"7848","?Esdilagh First Nation","First Nations","52.574035645","-122.484985352","163","2000","69.3202380952381","217.102951864131"
"7849","Gwichya Gwich'in","First Nations","67.44519043","-133.736572266","382","2000","65.675","281.87300567737"
"7850","Ka:'yu:'k't'h'/Che:k:tles7et'h' First Nations","First Nations","50.089233398","-127.305297852","412","2000","69.3202380952381","307.151677472283"
"7851","Burns Lake","First Nations","54.238155509","-125.768232123","68","2000","69.3202380952381","223.610171080522"
"7852","Sayisi Dene First Nation","First Nations","58.7169444","-98.488888","507","2000","66.925","232.072138408005"
"7853","Uchucklesaht","First Nations","49.023803711","-125.040405273","184","2000","69.3202380952381","218.120280281449"
"7854","New Westminster","First Nations","49.212777778","-122.917222222","46","2000","69.3202380952381","305.898476753552"
"7855","Nain","Inuit","56.550322","-61.687865","1188","2001","70.3309523809524","319.698396515888"
"7856","Hopedale","Inuit","55.457954","-60.211485","556","2001","78.6236111111111","299.999136632811"
"7857","Rigolet","Inuit","54.179159","-58.429221","306","2001","78.6236111111111","313.132693281115"
"7858","Postville","Inuit","54.908564","-59.770497","206","2001","78.6236111111111","309.28150278557"
"7859","Makkovik","Inuit","55.09036","-59.176172","561","2001","78.6236111111111","306.231489768819"
"7860","Inukjuak","Inuit","58.455121","-78.105103","1597","2001","68.3095238095238","303.412204791215"
"7861","Ivujivik","Inuit","62.416667","-77.916667","370","2001","68.0595238095238","304.19118949703"
"7862","Aklavik","Inuit","68.220102","-134.998551","633","2001","65.5736111111111","299.118749247932"
"7863","Paulatuk","Inuit","69.348467","-124.07021","313","2001","65.5736111111111","300.645100914571"
"7864","Sachs Harbour","Inuit","71.985123","-125.246483","112","2001","65.5736111111111","298.553662606643"
"7865","Iqaluit","Inuit","63.746693","-68.516967","6699","2001","70.3309523809524","319.432207848806"
"7866","Arctic Bay","Inuit","73.037575","-85.148031","823","2001","65.5736111111111","303.167940294546"
"7867","Baker Lake","Inuit","64.317604","-96.022001","1872","2001","65.5736111111111","305.360354841647"
"7868","Cambridge Bay","Inuit","69.108056","-105.138333","1608","2001","65.5736111111111","297.533601419842"
"7869","Cape Dorset","Inuit","64.233304","-76.540568","1363","2001","68.0595238095238","301.303071475274"
"7870","Chesterfield Inlet","Inuit","63.346514","-90.736827","313","2001","68.0595238095238","306.185428268516"
"7871","Clyde River","Inuit","70.483874","-68.519828","934","2001","78.6236111111111","298.093558853765"
"7872","Coral Harbour","Inuit","64.133739","-83.166893","834","2001","68.0595238095238","303.636344835406"
"7873","Grise Fiord","Inuit","76.395732","-82.79391","130","2001","65.5736111111111","301.793882437892"
"7874","Hall Beach","Inuit","68.772735","-81.235208","546","2001","68.0595238095238","312.608254138482"
"7875","Igloolik","Inuit","69.366849","-81.824419","1454","2001","68.0595238095238","298.833389275197"
"7876","Kimmirut","Inuit","62.847419","-69.869203","455","2001","70.3309523809524","299.938031805697"
"7877","Kugluktuk","Inuit","67.815001","-115.136162","1450","2001","65.5736111111111","296.650915065387"
"7878","Pangnirtung","Inuit","66.139533","-65.717481","1425","2001","78.6236111111111","300.880669580408"
"7879","Pond Inlet","Inuit","72.700114","-77.958181","1549","2001","65.5736111111111","302.332059060232"
"7880","Qikiqtarjuaq","Inuit","67.545148","-64.021831","520","2001","78.6236111111111","305.331192747152"
"7881","Rankin Inlet","Inuit","62.808913","-92.087741","2266","2001","68.0595238095238","298.862617812998"
"7882","Repulse Bay","Inuit","66.546565","-86.188196","945","2001","68.0595238095238","303.432027156838"
"7883","Sanikiluaq","Inuit","56.540775","-79.222418","812","2001","68.3095238095238","306.135473181129"
"7884","Whale Cove","Inuit","62.242523","-92.601676","407","2001","68.0595238095238","295.532079868249"
"7885","Bathurst Inlet","Inuit","66.838889","-108.048611","0","2001","65.5736111111111","296.620559000718"
"7886","Umingmaktuuq","Inuit","67.689851","-107.954525","5","2001","65.5736111111111","306.7162087888"
"7887","Kangiqsujuaq","Inuit","61.59626","-71.953886","696","2001","72.7666666666667","306.897595529979"
"7888","Kangirsuk","Inuit","60.023415","-70.026235","549","2001","70.3309523809524","228.512356885298"
"7889","Kuujjuaq","Inuit","58.102996","-68.418839","2375","2001","70.3309523809524","234.050983314946"
"7890","Kuujjuaraapik","Inuit","55.27457","-77.763784","657","2001","68.3095238095238","338.934170447958"
"7891","Puvirnituq","Inuit","60.037118","-77.26923","1692","2001","68.3095238095238","220.415693052261"
"7892","Quaqtaq","Inuit","61.041724","-69.639923","376","2001","70.3309523809524","285.455506402659"
"7893","Salluit","Inuit","62.201285","-75.646856","1347","2001","72.7666666666667","249.506331236728"
"7894","Tasiujaq","Inuit","58.697407","-69.937393","303","2001","70.3309523809524","325.050166737535"
"7895","Umiujaq","Inuit","56.551953","-76.515001","444","2001","68.3095238095238","258.050513339444"
"7896","Akulivik","Inuit","60.817681","-78.144241","615","2001","68.0595238095238","301.489715985772"
"7897","Ulukhaktok","Inuit","70.733333","-117.75","402","2001","65.5736111111111","279.185932872482"
"7898","Resolute Bay","Inuit","74.697299","-94.829729","214","2001","65.5736111111111","231.368933059904"
"7899","Arviat","Inuit","61.095587","-94.07189","2318","2001","68.0595238095238","251.787927249575"
"7900","Aupaluk","Inuit","59.30574","-69.597489","195","2001","70.3309523809524","220.687249898009"
"7901","Gjoa Haven","Inuit","68.635556","-95.849722","1279","2001","65.5736111111111","224.2799685435"
"7902","Kangiqsualujjuaq","Inuit","58.711389","-65.992778","874","2001","70.3309523809524","289.050022356739"
"7903","Kugaaruk","Inuit","68.534722","-89.825","771","2001","65.5736111111111","314.328694151653"
"7904","Taloyoak","Inuit","69.537378","-93.524968","899","2001","65.5736111111111","230.787187759891"
"7905","Tuktoyaktuk","Inuit","69.445358","-133.034181","854","2001","65.5736111111111","239.249155087374"
"7906","Killiniq","Inuit","60.420298106","-64.831129","0","2001","70.3309523809524","225.297296960819"
"7907","Inuvik","Inuit","68.354382","-133.690613","3463","2001","65.5736111111111","313.075493432922"
"7908","Fort William","First Nations","48.353968","-89.262714","193","2001","68.0595238095238","222.382691775913"
"7909","Buffalo Point First Nation","First Nations","49.012444","-95.239622","52","2001","68.0595238095238","282.190306362611"
"7910","Ojibway Nation of Saugeen","First Nations","50.434770016","-90.691783627","207","2001","68.0595238095238","377.242882908926"
"7911","Lac La Croix","First Nations","48.38805556","-92.07805556","377","2001","68.0595238095238","254.564191733213"
"7912","Madawaska Maliseet First Nation","First Nations","47.362299405","-68.296508276","314","2001","71.3319444444444","333.964598941407"
"7913","Naotkamegwanning","First Nations","49.403889","-93.893056","51","2001","68.0595238095238","280.896319829391"
"7914","Wabauskang First Nation","First Nations","50.416111","-93.185","292","2001","68.0595238095238","227.697599943055"
"7915","Obashkaandagaang","First Nations","49.691111111","-94.613888889","300","2001","68.0595238095238","252.052744985765"
"7916","Anishnaabeg of Naongashiing","First Nations","49.121944444","-94.308055556","357","2001","68.0595238095238","294.241709525496"
"7917","Anishinabe of Wauzhushk Onigum","First Nations","49.741210937","-94.426944444","489","2001","68.0595238095238","225.695222037597"
"7918","Gull Bay","First Nations","49.800908","-89.105937","64","2001","68.0595238095238","323.303214814717"
"7919","Tobique","First Nations","46.784080938","-67.695149614","199","2001","71.3319444444444","229.016639488239"
"7920","Couchiching First Nation","First Nations","48.682921942","-93.413057239","217","2001","68.0595238095238","244.475561030083"
"7921","Northwest Angle No.33","First Nations","49.376111111","-95.021111111","405","2001","68.0595238095238","229.861705617757"
"7922","Northwest Angle No.37","First Nations","49.375","-93.988888889","346","2001","68.0595238095238","223.116072238599"
"7923","Mitaanjigamiing First Nation","First Nations","48.713055556","-93.361111111","98","2001","68.0595238095238","235.982675764038"
"7924","Woodstock","First Nations","46.109192","-67.57747","554","2001","71.3319444444444","245.184719356233"
"7925","Eagle Lake","First Nations","49.745","-93.055","428","2001","68.0595238095238","223.480305624826"
"7926","Rainy River First Nations","First Nations","48.655","-93.906944444","561","2001","68.0595238095238","254.115816647451"
"7927","Lac Des Mille Lacs","First Nations","48.965046882","-90.647195987","429","2001","68.0595238095238","327.175378679902"
"7928","Wabaseemoong Independent Nations","First Nations","50.133333","-94.95","159","2001","68.0595238095238","325.552114274942"
"7929","Big Grassy","First Nations","49.053956465","-94.305554548","497","2001","68.0595238095238","226.310067614114"
"7930","Iskatewizaagegan #39 Independent First Nation","First Nations","49.653055556","-95.098055556","438","2001","68.0595238095238","305.946692720968"
"7931","Ojibways of Onigaming First Nation","First Nations","49.176944444","-93.921111111","503","2001","68.0595238095238","296.748815146154"
"7932","Grassy Narrows First Nation","First Nations","50.183055556","-94.036944444","99","2001","68.0595238095238","226.041140830039"
"7933","Wabigoon Lake Ojibway Nation","First Nations","49.605","-92.523056","462","2001","68.0595238095238","248.426153739775"
"7934","Ochiichagwe'babigo'ining First Nation","First Nations","49.893748992","-94.538129049","369","2001","68.0595238095238","227.885374094671"
"7935","Naicatchewenin","First Nations","48.858888889","-93.578888889","376","2001","68.0595238095238","273.80479109248"
"7936","Nigigoonsiminikaaning First Nation","First Nations","48.73846477","-92.925954105","319","2001","68.0595238095238","229.638006221542"
"7937","Kingsclear","First Nations","45.950442","-66.851933","558","2001","71.3319444444444","226.246389292557"
"7938","Shoal Lake No.40","First Nations","49.605561944","-95.132423611","433","2001","68.0595238095238","233.051111278418"
"7939","Seine River First Nation","First Nations","48.718888889","-92.428055556","491","2001","68.0595238095238","286.460923605656"
"7940","Lac Seul","First Nations","50.245","-92.328055556","304","2001","68.0595238095238","250.099137157008"
"7941","Skuppah","First Nations","50.187988281","-121.578063965","39","2001","70.2916666666667","223.386459340815"
"7942","Toosey","First Nations","51.920410156","-122.483764648","298","2001","70.2916666666667","332.217338889946"
"7943","Première nation de Whapmagoostui","First Nations","55.16003418","-77.269897461","540","2001","68.3095238095238","275.794444126901"
"7944","Katzie","First Nations","49.201504","-122.677245","417","2001","70.2916666666667","222.947391691145"
"7945","Membertou","First Nations","46.116621","-60.195615","82","2001","70.3309523809524","378.624195105164"
"7946","Yekooche First Nation","First Nations","54.600402832","-125.066101074","202","2001","70.2916666666667","257.378138003657"
"7947","York Factory First Nation","First Nations","56.089782715","-96.108276367","55","2001","68.0595238095238","269.128751374323"
"7948","Nisga'a Village of Laxgalt'sap","First Nations","55.037841797","-129.555786133","133","2001","70.2916666666667","233.56513363534"
"7949","Acadia","First Nations","43.832917","-66.084223","94","2001","71.3319444444444","323.433499018911"
"7950","Waycobah First Nation","First Nations","45.967398945","-61.135483371","555","2001","70.3309523809524","234.139226412584"
"7951","Tlowitsis Tribe","First Nations","50.531982422","-125.982666016","350","2001","70.2916666666667","231.347965155976"
"7952","Haisla Nation","First Nations","53.973205566","-128.648071289","141","2001","70.2916666666667","311.723634958455"
"7953","Tsawwassen First Nation","First Nations","49.041920768","-123.100158446","311","2001","70.2916666666667","300.389322105305"
"7954","Chawathil","First Nations","49.378888889","-121.555","426","2001","70.2916666666667","229.685672470321"
"7955","Micmacs of Gesgapegiag","First Nations","48.202614179","-65.922951854","89","2001","70.3309523809524","254.168252040605"
"7956","Taykwa Tagamou Nation","First Nations","49.006944444","-80.838055556","393","2001","68.3095238095238","234.855303331019"
"7957","Westbank First Nation","First Nations","49.836111111","-119.608055556","516","2001","70.2916666666667","253.613292925578"
"7958","Nazko First Nation","First Nations","52.954223633","-123.583618164","335","2001","70.2916666666667","223.686144601995"
"7959","Beecher Bay","First Nations","48.337688","-123.606697","224","2001","70.2916666666667","221.904728451558"
"7960","Première Nation Malecite de Viger","First Nations","47.917994282","-69.50759115","29","2001","71.3319444444444","224.374386984177"
"7961","Cowichan","First Nations","48.776794434","-123.708312988","391","2001","70.2916666666667","223.006328446822"
"7962","Eskasoni","First Nations","45.930251534","-60.6452928","364","2001","70.3309523809524","221.419243224341"
"7963","Tetlit Gwich'in","First Nations","67.431213379","-134.875488281","84","2001","65.5736111111111","311.323314234585"
"7964","Metlakatla","First Nations","54.33782959","-130.445373535","529","2001","70.2916666666667","226.590499479034"
"7965","Fort Severn","First Nations","55.994566263","-87.61970716","453","2001","68.0595238095238","229.784800302225"
"7966","Buctouche","First Nations","46.4525","-64.758611111","39","2001","70.3309523809524","222.046953860975"
"7967","Sliammon","First Nations","49.897946","-124.607755","10","2001","70.2916666666667","232.915289578783"
"7968","Kitselas","First Nations","54.491638184","-128.584106445","437","2001","70.2916666666667","316.959999874131"
"7969","Les Innus de Ekuanitshit","First Nations","50.29083252","-64.02130127","429","2001","70.3309523809524","278.673310879654"
"7970","Hupacasath First Nation","First Nations","49.265197754","-124.825500488","293","2001","70.2916666666667","297.851253701123"
"7971","Kitchenuhmaykoosib Inninuwug","First Nations","53.824274134","-89.875387627","108","2001","68.0595238095238","228.941797295995"
"7972","Cayoose Creek","First Nations","50.671944444","-121.935","171","2001","70.2916666666667","229.048135233346"
"7973","Kitasoo","First Nations","52.583055556","-128.533055556","404","2001","70.2916666666667","280.694993679163"
"7974","Ashcroft","First Nations","50.717834473","-121.311584473","256","2001","70.2916666666667","297.892378796619"
"7975","Tzeachten","First Nations","49.111327","-121.956911","394","2001","70.2916666666667","317.130018983705"
"7976","Quatsino","First Nations","50.61340332","-127.573669434","405","2001","70.2916666666667","227.2866819988"
"7977","Nadleh Whuten","First Nations","54.076944444","-124.601111111","409","2001","70.2916666666667","248.734981467804"
"7978","Skawahlook First Nation","First Nations","49.356111111","-121.606944444","524","2001","70.2916666666667","336.191735779882"
"7979","Moricetown","First Nations","55.01159668","-127.322509766","172","2001","70.2916666666667","323.756966373131"
"7980","Fox Lake","First Nations","56.329870819","-94.663388508","37","2001","68.0595238095238","226.87061245619"
"7981","Webequie","First Nations","52.985229492","-87.282409668","530","2001","68.0595238095238","237.402485244241"
"7982","Popkum","First Nations","49.208055556","-121.718055556","2","2001","70.2916666666667","227.373154975402"
"7983","Atikamekw d'Opitciwan","First Nations","48.666992187","-74.948974609","265","2001","68.3095238095238","320.695185624396"
"7984","Bear River","First Nations","44.549444444","-65.623611111","297","2001","71.3319444444444","296.997551180317"
"7985","Huu-ay-aht First Nations","First Nations","48.800598145","-125.120666504","472","2001","70.2916666666667","228.480028751507"
"7986","Nak'azdli","First Nations","54.431396484","-124.247497559","156","2001","70.2916666666667","248.161005752142"
"7987","T'it'q'et","First Nations","50.68538061","-121.949795556","360","2001","70.2916666666667","235.645382456917"
"7988","Shubenacadie","First Nations","45.095224","-63.489859","232","2001","72.9361111111111","252.089235944024"
"7989","Hesquiaht","First Nations","49.367004395","-126.271972656","470","2001","70.2916666666667","219.662364029777"
"7990","Mount Currie","First Nations","50.328055556","-122.676111111","192","2001","70.2916666666667","224.392353395713"
"7991","Da'naxda'xw First Nation","First Nations","51.017211914","-125.612182617","194","2001","70.2916666666667","256.792735413806"
"7992","Odanak","First Nations","46.073242187","-72.821899414","211","2001","72.7666666666667","234.115392777749"
"7993","Miawpukek","First Nations","47.863441","-55.755889","281","2001","78.6236111111111","223.914127377311"
"7994","Malahat First Nation","First Nations","48.614013672","-123.520202637","293","2001","70.2916666666667","226.802571363243"
"7995","Kashechewan","First Nations","52.291388889","-81.652222222","1","2001","68.3095238095238","227.42096151939"
"7996","Annapolis Valley","First Nations","45.065777","-64.654284","260","2001","72.9361111111111","284.192637231563"
"7997","Leq' a: mel First Nation","First Nations","49.185","-122.076944444","345","2001","70.2916666666667","223.231715278843"
"7998","Aklavik","First Nations","68.218200684","-135.006469727","361","2001","65.5736111111111","311.839408431648"
"7999","Skidegate","First Nations","53.261413574","-131.997070313","110","2001","70.2916666666667","225.660677963317"
"8000","Iskut","First Nations","57.840026855","-129.985290527","493","2001","70.2916666666667","233.519537623537"
"8001","Simpcw First Nation","First Nations","51.322387695","-120.147888184","465","2001","70.2916666666667","224.037078555951"
"8002","Moose Cree First Nation","First Nations","51.263888889","-80.596944444","371","2001","68.3095238095238","225.925411403479"
"8003","Williams Lake","First Nations","52.106201172","-121.993896484","492","2001","70.2916666666667","219.870839486946"
"8004","Stswecem'c Xgat'tem First Nation","First Nations","51.587219238","-122.204406738","482","2001","70.2916666666667","223.926335413489"
"8005","Waswanipi","First Nations","49.693649133","-75.967010579","186","2001","68.3095238095238","228.206754830444"
"8006","Metepenagiag Mi'kmaq Nation","First Nations","46.932222222","-65.858055556","454","2001","71.3319444444444","255.515347194455"
"8007","Shackan","First Nations","50.289428711","-121.180480957","72","2001","70.2916666666667","240.180571654629"
"8008","Gitanyow","First Nations","55.258787565","-128.05881555","519","2001","70.2916666666667","226.726773586267"
"8009","Okanagan","First Nations","50.448055556","-119.353055556","166","2001","70.2916666666667","235.152835522781"
"8010","Hagwilget Village","First Nations","55.255","-127.603055556","502","2001","70.2916666666667","240.633326085671"
"8011","Snuneymuxw First Nation","First Nations","49.152038574","-123.92956543","122","2001","70.2916666666667","233.407579915601"
"8012","Tsawout First Nation","First Nations","48.588989258","-123.386779785","527","2001","70.2916666666667","253.006796765405"
"8013","Squiala First Nation","First Nations","49.156111111","-121.976111111","174","2001","70.2916666666667","241.222789619296"
"8014","Sumas First Nation","First Nations","49.054351","-122.195349","294","2001","70.2916666666667","259.144501181314"
"8015","Musqueam","First Nations","49.225165","-123.19828","73","2001","70.2916666666667","324.212171995738"
"8016","Wahgoshig","First Nations","48.611944444","-79.983888889","295","2001","68.3095238095238","234.351799902562"
"8017","Boston Bar First Nation","First Nations","49.869812012","-121.451293945","243","2001","70.2916666666667","280.042030336831"
"8018","Kwiakah","First Nations","50.423888889","-125.158888889","189","2001","70.2916666666667","280.271293732773"
"8019","Kwantlen First Nation","First Nations","49.173888889","-122.561944444","222","2001","70.2916666666667","287.920961630837"
"8020","Dzawada'enuxw First Nation","First Nations","50.972595215","-126.17578125","412","2001","70.2916666666667","243.250517034309"
"8021","God's Lake First Nation","First Nations","54.553608","-94.494085","247","2001","68.0595238095238","280.153754978616"
"8022","Paqtnkek Mi'kmaw Nation","First Nations","45.601494964","-61.738137054","422","2001","70.3309523809524","246.355684398743"
"8023","Montagnais de Unamen Shipu","First Nations","50.216796875","-60.666687012","28","2001","70.3309523809524","228.723793964553"
"8024","Nooaitch","First Nations","50.18939209","-121.058410645","194","2001","70.2916666666667","232.962757730047"
"8025","Nicomen","First Nations","50.265014648","-121.398986816","70","2001","70.2916666666667","327.255671808809"
"8026","Indian Island","First Nations","46.689166667","-64.791111111","145","2001","70.3309523809524","252.827688354658"
"8027","Montagnais du Lac St.-Jean","First Nations","48.559020996","-72.243896484","445","2001","72.7666666666667","333.79729110838"
"8028","Manto Sipi Cree Nation","First Nations","54.838964685","-94.062978315","526","2001","68.0595238095238","309.14718485544"
"8029","Kanaka Bar","First Nations","50.111816406","-121.561584473","200","2001","70.2916666666667","222.946663902956"
"8030","Gitga'at First Nation","First Nations","53.424194336","-129.25378418","486","2001","70.2916666666667","222.555488226482"
"8031","Weenusk","First Nations","54.987691","-85.44424","425","2001","68.0595238095238","238.872072715144"
"8032","Mushuau Innu First Nation","First Nations","55.913055556","-61.127222222","538","2001","70.3309523809524","223.967356775587"
"8033","Yale First Nation","First Nations","49.562305403","-121.422702513","111","2001","70.2916666666667","294.952716178894"
"8034","Tlatlasikwala","First Nations","50.917602539","-127.914672852","455","2001","70.2916666666667","274.070301195622"
"8035","Ucluelet First Nation","First Nations","48.939025879","-125.526000977","446","2001","70.2916666666667","223.485004266772"
"8036","Flying Post","First Nations","48.531111111","-82.016944444","190","2001","69.2880952380952","230.212997206043"
"8037","Innu Takuaikan Uashat Mak Mani-Utenam","First Nations","50.229744618","-66.388732617","367","2001","70.3309523809524","256.243485751649"
"8038","Bonaparte","First Nations","50.836242676","-121.376098633","539","2001","70.2916666666667","247.847014733842"
"8039","Lake Babine Nation","First Nations","54.238611111","-125.7625","219","2001","70.2916666666667","235.692272899546"
"8040","Tl'etinqox-t'in Government Office","First Nations","52.020812988","-123.181884766","103","2001","70.2916666666667","248.757928822957"
"8041","Kitsumkalum","First Nations","54.527038574","-128.670898438","481","2001","70.2916666666667","223.176496726438"
"8042","Squamish","First Nations","49.31661099","-123.088666829","355","2001","70.2916666666667","323.777153138933"
"8043","Ditidaht","First Nations","48.810424805","-124.671386719","498","2001","70.2916666666667","283.074010009504"
"8044","Nisga'a Village of Gitwinksihlkw","First Nations","55.192993164","-129.221984863","348","2001","70.2916666666667","223.331995570689"
"8045","Canim Lake","First Nations","51.778808594","-120.979614258","431","2001","70.2916666666667","243.34690591972"
"8046","Stz'uminus First Nation","First Nations","49.01361084","-123.786499023","48","2001","70.2916666666667","287.153095065229"
"8047","Siska","First Nations","50.137023926","-121.571899414","288","2001","70.2916666666667","275.83476050547"
"8048","Tseshaht","First Nations","49.265808105","-124.84777832","27","2001","70.2916666666667","258.406695082053"
"8049","Mohawks of Kahnawá:ke","First Nations","45.40802002","-73.674987793","14","2001","72.7666666666667","274.160682756612"
"8050","Halalt","First Nations","48.876587363","-123.692826085","185","2001","70.2916666666667","232.799056898649"
"8051","Innue Essipit","First Nations","48.333435059","-69.399963379","460","2001","71.3319444444444","300.119694015025"
"8052","Pacheedaht First Nation","First Nations","48.578796387","-124.40826416","268","2001","70.2916666666667","226.562968921341"
"8053","Splatsin First Nation","First Nations","50.550667597","-119.133367891","528","2001","70.2916666666667","259.414770485681"
"8054","Samahquam","First Nations","49.991111111","-122.456944444","323","2001","70.2916666666667","227.120273037809"
"8055","Peters","First Nations","49.29747","-121.656732","98","2001","70.2916666666667","322.611658675822"
"8056","Semiahmoo","First Nations","49.014174","-122.777581","536","2001","70.2916666666667","224.045313529321"
"8057","Scowlitz","First Nations","49.245","-121.995","230","2001","70.2916666666667","234.347543744683"
"8058","Bridge River","First Nations","50.813888889","-122.083055556","377","2001","70.2916666666667","363.445315615283"
"8059","Gitanmaax","First Nations","55.255","-127.671111111","210","2001","70.2916666666667","330.516346569517"
"8060","Ulkatcho","First Nations","52.475402832","-125.300598145","8","2001","70.2916666666667","247.67362397148"
"8061","N'Quatqua","First Nations","50.528055556","-122.483888889","309","2001","70.2916666666667","225.781323712352"
"8062","Gwa'Sala-Nakwaxda'xw","First Nations","50.733215332","-127.498596191","545","2001","70.2916666666667","230.664495103901"
"8063","Lhtako Dene Nation","First Nations","52.955200195","-122.450500488","121","2001","70.2916666666667","234.931903452986"
"8064","Penticton","First Nations","49.468055556","-119.673055556","9","2001","70.2916666666667","225.10722785679"
"8065","Takla Lake First Nation","First Nations","55.483032227","-125.968566895","487","2001","70.2916666666667","314.643742138885"
"8066","Lhoosk'uz Dene Nation","First Nations","53.090820312","-124.488098145","207","2001","70.2916666666667","222.764048697965"
"8067","Old Massett Village Council","First Nations","54.038635254","-132.180175781","281","2001","70.2916666666667","230.003758556626"
"8068","Tataskweyak Cree Nation","First Nations","56.245317478","-96.095435139","324","2001","68.0595238095238","284.883193084142"
"8069","Whispering Pines/Clinton","First Nations","50.986816406","-120.24786377","97","2001","70.2916666666667","225.550676182415"
"8070","Fort Folly","First Nations","45.892211914","-64.495483398","61","2001","70.3309523809524","313.881691836178"
"8071","Elsipogtog First Nation","First Nations","46.585833","-64.985833","296","2001","70.3309523809524","228.233082441071"
"8072","Première Nation des Abénakis de Wôlinak","First Nations","46.328595491","-72.41895858","300","2001","72.7666666666667","324.596849608185"
"8073","Heiltsuk","First Nations","52.166944444","-128.146944444","213","2001","70.2916666666667","232.675175884657"
"8074","Wagmatcook","First Nations","46.082100621","-60.91523223","513","2001","70.3309523809524","233.460831979693"
"8075","Cheslatta Carrier Nation","First Nations","54.005615234","-125.712585449","313","2001","70.2916666666667","223.238393787047"
"8076","Upper Similkameen","First Nations","49.355041504","-120.078308105","533","2001","70.2916666666667","222.945110741058"
"8077","Ehattesaht","First Nations","49.873840332","-126.976196289","380","2001","70.2916666666667","231.412360455383"
"8078","Shamattawa First Nation","First Nations","55.858398437","-92.096069336","100","2001","68.0595238095238","331.281484170589"
"8079","Gitsegukla","First Nations","55.096944444","-127.828888889","559","2001","70.2916666666667","227.934221012743"
"8080","Cree Nation of Chisasibi","First Nations","53.789166667","-78.930555556","366","2001","68.3095238095238","234.686316322656"
"8081","Conseil de la Première Nation Abitibiwinni","First Nations","48.598888889","-78.121111111","5","2001","68.3095238095238","226.591970203955"
"8082","Seabird Island","First Nations","49.273055556","-121.721111421","542","2001","70.2916666666667","233.436303049681"
"8083","Lyackson","First Nations","49.04119873","-123.636779785","182","2001","70.2916666666667","274.974092742905"
"8084","Oweekeno/Wuikinuxv Nation","First Nations","51.681944444","-127.213888889","272","2001","70.2916666666667","222.735245791038"
"8085","Tseycum","First Nations","48.66583252","-123.450866699","143","2001","70.2916666666667","220.600557066067"
"8086","Oromocto","First Nations","45.851388889","-66.463611111","452","2001","71.3319444444444","223.601786883467"
"8087","Glooscap First Nation","First Nations","45.0425","-64.236944","315","2001","72.9361111111111","321.760008813058"
"8088","Soowahlie","First Nations","49.082514978","-121.968964671","333","2001","70.2916666666667","306.198073784515"
"8089","Skeetchestn","First Nations","50.841186523","-120.948791504","408","2001","70.2916666666667","328.172846249989"
"8090","Gitwangak","First Nations","55.096178378","-128.075998026","66","2001","70.2916666666667","267.159850119581"
"8091","Nee-Tahi-Buhn","First Nations","53.992867019","-125.848692261","86","2001","70.2916666666667","227.281132874241"
"8092","Soda Creek","First Nations","52.262207031","-122.093383789","360","2001","70.2916666666667","307.033161993915"
"8093","Wet'suwet'en First Nation","First Nations","54.331420898","-125.893493652","220","2001","70.2916666666667","250.056825424654"
"8094","Aitchelitz","First Nations","49.150411515","-121.986881612","362","2001","70.2916666666667","320.613634505456"
"8095","War Lake First Nation","First Nations","56.06842041","-95.596496582","275","2001","68.0595238095238","295.632963779375"
"8096","Esgenoopetitj First Nation","First Nations","47.205678093","-65.117289232","141","2001","70.3309523809524","223.680309722338"
"8097","Songhees First Nation","First Nations","48.449829102","-123.425476074","418","2001","70.2916666666667","235.076836359441"
"8098","Saik'uz First Nation","First Nations","53.938415527","-124.125305176","547","2001","70.2916666666667","292.443331932512"
"8099","La Nation Micmac de Gespeg","First Nations","48.875793457","-64.554870605","463","2001","70.3309523809524","230.323897451825"
"8100","Pictou Landing","First Nations","45.669444444","-62.652777778","448","2001","70.3309523809524","226.46710465416"
"8101","Nisga'a Village of Gingolx","First Nations","54.996032715","-129.956970215","169","2001","70.2916666666667","219.40796278708"
"8102","Abegweit","First Nations","46.359802246","-62.910766602","318","2001","70.3309523809524","224.699359262979"
"8103","Neskonlith","First Nations","50.783996582","-119.753967285","450","2001","70.2916666666667","221.857451985125"
"8104","Eel Ground","First Nations","46.987609863","-65.634216309","562","2001","71.3319444444444","297.774277100822"
"8105","Qualicum First Nation","First Nations","49.396789551","-124.61529541","43","2001","70.2916666666667","234.334062550018"
"8106","Qalipu Mi'kmaq First Nation","First Nations","48.950563062","-57.93777515","218","2001","78.6236111111111","230.89731779049"
"8107","Union Bar","First Nations","49.443055556","-121.433055556","43","2001","70.2916666666667","245.334447326371"
"8108","The Crees of the Waskaganish First Nation","First Nations","51.481532005","-78.759963618","249","2001","68.3095238095238","377.31549256893"
"8109","Douglas","First Nations","49.755474212","-122.164833005","270","2001","70.2916666666667","222.945315520337"
"8110","Alexis Creek","First Nations","52.138427734","-123.959594727","457","2001","70.2916666666667","329.498284610465"
"8111","Behdzi Ahda"" First Nation","First Nations","67.020019531","-126.070007324","197","2001","65.5736111111111","322.20498209185"
"8112","Constance Lake","First Nations","49.811944444","-84.128888889","115","2001","69.2880952380952","227.073716118337"
