"","name","type","latitude","longitude","population","year","gas","est_RFNB"
"12068","Eel River Bar First Nation","First Nations","48.036621094","-66.375793457","469","2012","131.056944444444","277.799667271303"
"12069","Martin Falls","First Nations","51.656944444","-85.918055556","481","2012","121.722619047619","293.170849955972"
"12070","Montagnais de Pakua Shipi","First Nations","51.220031738","-58.649963379","320","2012","133.840277777778","282.14238611733"
"12071","Klahoose First Nation","First Nations","50.12805556","-124.9361111","339","2012","139.6","313.35850769368"
"12072","Listuguj Mi'gmaq Government","First Nations","48.012521","-66.697698","336","2012","131.056944444444","288.002756309349"
"12073","Tl'azt'en Nation","First Nations","54.653888889","-124.758055556","125","2012","139.6","354.734670018349"
"12074","Cree Nation of Nemaska","First Nations","51.700601609","-76.237895908","484","2012","129.222619047619","284.627480443786"
"12075","Conseil des Atikamekw de Wemotaci","First Nations","47.902772735","-73.785592138","137","2012","137.245238095238","291.999183448304"
"12076","Nanoose First Nation","First Nations","49.254394531","-124.129089355","227","2012","139.6","441.994799351636"
"12077","Kwakiutl","First Nations","50.693888889","-127.411944444","500","2012","139.6","290.443717789816"
"12078","Nation Huronne Wendat","First Nations","46.856742505","-71.353924374","341","2012","137.245238095238","299.912503283246"
"12079","Lower Nicola","First Nations","50.138427734","-120.858764648","40","2012","139.6","296.807731750914"
"12080","K'ómoks First Nation","First Nations","49.678237","-124.958389","302","2012","139.6","432.241079492903"
"12081","Tsleil-Waututh Nation","First Nations","49.311299025","-122.989068893","420","2012","139.6","292.604271123331"
"12082","Lake Cowichan First Nation","First Nations","48.82598877","-124.069580078","142","2012","139.6","307.566700566551"
"12083","Tsartlip","First Nations","48.585021973","-123.457275391","550","2012","139.6","394.746383508408"
"12084","Saint Mary's","First Nations","45.97195093","-66.632675405","136","2012","131.056944444444","285.707533699473"
"12085","Little Shuswap Lake","First Nations","50.876026808","-119.615824096","309","2012","139.6","280.352767401844"
"12086","Lower Similkameen","First Nations","49.033888889","-119.721944444","395","2012","139.6","378.164825074656"
"12087","Stellat'en First Nation","First Nations","54.061744505","-124.907331563","406","2012","139.6","358.465565191578"
"12088","Inuvik Native","First Nations","68.410217285","-133.814697266","427","2012","114.6875","371.599121839883"
"12089","Skwah","First Nations","49.176111111","-121.978888889","401","2012","139.6","367.747931344337"
"12090","Albany","First Nations","52.207757","-81.684454","388","2012","129.222619047619","364.697918327587"
"12091","Wapekeka","First Nations","53.721191406","-89.538879395","368","2012","121.722619047619","361.878633349983"
"12092","Coldwater","First Nations","50.03302002","-120.859680176","520","2012","139.6","362.657618055798"
"12093","Xaxli'p","First Nations","50.736111111","-121.863888889","6","2012","139.6","357.5851778067"
"12094","Toquaht","First Nations","48.993591309","-125.383789063","90","2012","139.6","359.111529473339"
"12095","Campbell River","First Nations","50.03268","-125.257981","506","2012","139.6","357.020091165411"
"12096","Xeni Gwet'in First Nations Government","First Nations","51.420227051","-124.098693848","363","2012","139.6","377.898636407574"
"12097","Seton Lake","First Nations","50.732566391","-122.22924754","456","2012","139.6","361.634368853314"
"12098","Bunibonibee Cree Nation","First Nations","54.948889","-95.261111","279","2012","121.722619047619","363.826783400415"
"12099","Esquimalt","First Nations","48.445007324","-123.429992676","275","2012","139.6","356.000029978609"
"12100","Gitxaala Nation","First Nations","53.773986816","-130.438903809","161","2012","139.6","359.769500034042"
"12101","Les Atikamekw de Manawan","First Nations","47.218017578","-74.395996094","252","2012","137.245238095238","364.651856827284"
"12102","Kispiox","First Nations","55.348888889","-127.696111111","109","2012","139.6","356.559987412533"
"12103","Nisga'a Village of New Aiyansh","First Nations","55.197021484","-129.070983887","146","2012","139.6","362.102773394174"
"12104","Millbrook","First Nations","45.331388889","-63.298333333","127","2012","132.680555555556","360.26031099666"
"12105","Namgis First Nation","First Nations","50.596191406","-126.947570801","138","2012","139.6","371.07468269725"
"12106","Kwaw-kwaw-Apilt","First Nations","49.163055556","-121.983055556","374","2012","139.6","357.299817833965"
"12107","Kasabonika Lake","First Nations","53.613055556","-88.661111111","22","2012","121.722619047619","358.404460364464"
"12108","Lax Kw'alaams","First Nations","54.551025391","-130.416992188","329","2012","139.6","355.117343624155"
"12109","Skowkale","First Nations","49.136944444","-121.941111111","225","2012","139.6","359.347098139176"
"12110","Upper Nicola","First Nations","50.143432617","-120.282897949","548","2012","139.6","360.798487619"
"12111","Cook's Ferry","First Nations","50.423034668","-121.317993164","306","2012","139.6","363.79762130592"
"12112","Sechelt","First Nations","49.477399319","-123.745054627","75","2012","139.6","357.329046371766"
"12113","High Bar","First Nations","51.113037109","-122.018066406","35","2012","139.6","361.898455715606"
"12114","Ts'kw'aylaxw First Nation","First Nations","50.885","-121.838055556","421","2012","139.6","364.601901739897"
"12115","Attawapiskat","First Nations","52.92352","-82.423773","316","2012","129.222619047619","353.998508427017"
"12116","Tla-o-qui-aht First Nations","First Nations","49.178039551","-125.911071777","13","2012","139.6","355.086987559486"
"12117","Potlotek First Nation","First Nations","45.683837891","-60.76739502","473","2012","127.246428571429","365.182637347568"
"12118","Mohawks of Kanesatake","First Nations","45.483481924","-74.130431116","217","2012","137.245238095238","365.364024088747"
"12119","Homalco","First Nations","49.951938","-125.243754","390","2012","139.6","286.978785444066"
"12120","Tahltan","First Nations","57.909423828","-131.163574219","147","2012","139.6","292.517411873714"
"12121","Kwikwetlem First Nation","First Nations","49.23040509","-122.805099874","517","2012","139.6","397.400599006726"
"12122","Kwikwasut'inuxw Haxwa'mis","First Nations","50.588662375","-126.929522977","284","2012","139.6","278.882121611028"
"12123","Skatin Nations","First Nations","49.941944444","-122.408888889","359","2012","139.6","343.921934961427"
"12124","Glen Vowell","First Nations","55.308055556","-127.683055556","354","2012","139.6","307.972759795496"
"12125","Mowachaht/Muchalaht","First Nations","49.684204102","-126.120605469","434","2012","139.6","383.516595296302"
"12126","Montagnais de Natashquan","First Nations","50.132385254","-61.801574707","16","2012","127.246428571429","316.516941898212"
"12127","Spuzzum","First Nations","49.661193848","-121.413879395","256","2012","139.6","359.95614454454"
"12128","Mamalilikulla-Qwe'Qwa'Sot'Em","First Nations","50.594238281","-126.682312012","356","2012","139.6","337.65236143125"
"12129","Vuntut Gwitchin First Nation","First Nations","67.576388889","-139.823888889","413","2012","114.6875","289.835361618671"
"12130","Esk'etemc","First Nations","51.788635254","-122.229675293","546","2012","139.6","310.254355808343"
"12131","Nuxalk Nation","First Nations","52.376220703","-126.730407715","118","2012","139.6","279.153678456776"
"12132","?Esdilagh First Nation","First Nations","52.574035645","-122.484985352","163","2012","139.6","282.746397102268"
"12133","Gwichya Gwich'in","First Nations","67.44519043","-133.736572266","382","2012","114.6875","347.516450915507"
"12134","Ka:'yu:'k't'h'/Che:k:tles7et'h' First Nations","First Nations","50.089233398","-127.305297852","412","2012","139.6","372.795122710421"
"12135","Burns Lake","First Nations","54.238155509","-125.768232123","68","2012","139.6","289.253616318659"
"12136","Sayisi Dene First Nation","First Nations","58.7169444","-98.488888","507","2012","121.722619047619","297.715583646142"
"12137","Uchucklesaht","First Nations","49.023803711","-125.040405273","184","2012","139.6","283.763725519587"
"12138","New Westminster","First Nations","49.212777778","-122.917222222","46","2012","139.6","371.54192199169"
"12139","Nain","Inuit","56.550322","-61.687865","1188","2013","128.890196078431","380.965612071483"
"12140","Hopedale","Inuit","55.457954","-60.211485","556","2013","127.703921568627","361.266352188406"
"12141","Rigolet","Inuit","54.179159","-58.429221","306","2013","127.703921568627","374.39990883671"
"12142","Postville","Inuit","54.908564","-59.770497","206","2013","127.703921568627","370.548718341165"
"12143","Makkovik","Inuit","55.09036","-59.176172","561","2013","127.703921568627","367.498705324414"
"12144","Inukjuak","Inuit","58.455121","-78.105103","1597","2013","130.078431372549","364.67942034681"
"12145","Ivujivik","Inuit","62.416667","-77.916667","370","2013","123.882352941176","365.458405052625"
"12146","Aklavik","Inuit","68.220102","-134.998551","633","2013","115.217948717949","360.385964803527"
"12147","Paulatuk","Inuit","69.348467","-124.07021","313","2013","115.217948717949","361.912316470166"
"12148","Sachs Harbour","Inuit","71.985123","-125.246483","112","2013","115.217948717949","359.820878162238"
"12149","Iqaluit","Inuit","63.746693","-68.516967","6699","2013","128.890196078431","380.699423404401"
"12150","Arctic Bay","Inuit","73.037575","-85.148031","823","2013","115.217948717949","364.435155850141"
"12151","Baker Lake","Inuit","64.317604","-96.022001","1872","2013","115.217948717949","366.627570397242"
"12152","Cambridge Bay","Inuit","69.108056","-105.138333","1608","2013","115.217948717949","358.800816975437"
"12153","Cape Dorset","Inuit","64.233304","-76.540568","1363","2013","123.882352941176","362.570287030869"
"12154","Chesterfield Inlet","Inuit","63.346514","-90.736827","313","2013","123.882352941176","367.452643824111"
"12155","Clyde River","Inuit","70.483874","-68.519828","934","2013","127.703921568627","359.36077440936"
"12156","Coral Harbour","Inuit","64.133739","-83.166893","834","2013","123.882352941176","364.903560391001"
"12157","Grise Fiord","Inuit","76.395732","-82.79391","130","2013","115.217948717949","363.061097993487"
"12158","Hall Beach","Inuit","68.772735","-81.235208","546","2013","123.882352941176","373.875469694077"
"12159","Igloolik","Inuit","69.366849","-81.824419","1454","2013","123.882352941176","360.100604830792"
"12160","Kimmirut","Inuit","62.847419","-69.869203","455","2013","128.890196078431","361.205247361292"
"12161","Kugluktuk","Inuit","67.815001","-115.136162","1450","2013","115.217948717949","357.918130620982"
"12162","Pangnirtung","Inuit","66.139533","-65.717481","1425","2013","127.703921568627","362.147885136003"
"12163","Pond Inlet","Inuit","72.700114","-77.958181","1549","2013","115.217948717949","363.599274615827"
"12164","Qikiqtarjuaq","Inuit","67.545148","-64.021831","520","2013","127.703921568627","366.598408302747"
"12165","Rankin Inlet","Inuit","62.808913","-92.087741","2266","2013","123.882352941176","360.129833368593"
"12166","Repulse Bay","Inuit","66.546565","-86.188196","945","2013","123.882352941176","364.699242712433"
"12167","Sanikiluaq","Inuit","56.540775","-79.222418","812","2013","130.078431372549","367.402688736724"
"12168","Whale Cove","Inuit","62.242523","-92.601676","407","2013","123.882352941176","356.799295423844"
"12169","Bathurst Inlet","Inuit","66.838889","-108.048611","0","2013","115.217948717949","357.887774556313"
"12170","Umingmaktuuq","Inuit","67.689851","-107.954525","5","2013","115.217948717949","367.983424344395"
"12171","Kangiqsujuaq","Inuit","61.59626","-71.953886","696","2013","135.478431372549","368.164811085574"
"12172","Kangirsuk","Inuit","60.023415","-70.026235","549","2013","128.890196078431","289.779572440893"
"12173","Kuujjuaq","Inuit","58.102996","-68.418839","2375","2013","128.890196078431","295.318198870541"
"12174","Kuujjuaraapik","Inuit","55.27457","-77.763784","657","2013","130.078431372549","400.201386003553"
"12175","Puvirnituq","Inuit","60.037118","-77.26923","1692","2013","130.078431372549","281.682908607856"
"12176","Quaqtaq","Inuit","61.041724","-69.639923","376","2013","128.890196078431","346.722721958254"
"12177","Salluit","Inuit","62.201285","-75.646856","1347","2013","135.478431372549","310.773546792323"
"12178","Tasiujaq","Inuit","58.697407","-69.937393","303","2013","128.890196078431","386.31738229313"
